,loss,accuracy,val_loss,val_accuracy
0,0.6201614737510681,0.6589900851249695,0.5903947949409485,0.6993243098258972
1,0.5870747566223145,0.6932178139686584,0.5890880823135376,0.7069256901741028
2,0.5851123929023743,0.7071624994277954,0.5744419097900391,0.7297297120094299
3,0.5786556601524353,0.7088527083396912,0.5727179050445557,0.724662184715271
4,0.5786859393119812,0.7088527083396912,0.565348207950592,0.7288851141929626
5,0.5818344354629517,0.7010352611541748,0.5675768852233887,0.7255067825317383
6,0.5759897232055664,0.711388111114502,0.5759776830673218,0.7179054021835327
7,0.5806257724761963,0.7132896780967712,0.56379634141922,0.7314189076423645
8,0.5699719786643982,0.7130783796310425,0.5575193166732788,0.7288851141929626
9,0.5682616233825684,0.7173040509223938,0.5615475177764893,0.7280405163764954
10,0.5655057430267334,0.7196281552314758,0.5613582730293274,0.7305743098258972
11,0.5618264079093933,0.717092752456665,0.5577056407928467,0.7381756901741028
12,0.5577746629714966,0.7251214981079102,0.5520421862602234,0.7449324131011963
13,0.5588085651397705,0.7211071252822876,0.5372606515884399,0.7423986196517944
14,0.5479752421379089,0.7282907366752625,0.5363267064094543,0.7449324131011963
15,0.5474415421485901,0.7278681397438049,0.5445643067359924,0.7415540814399719
16,0.544576108455658,0.7318825125694275,0.5514247417449951,0.7457770109176636
17,0.5392513275146484,0.7365307211875916,0.5279998183250427,0.7516891956329346
18,0.5347668528556824,0.7354743480682373,0.5750465393066406,0.7069256901741028
19,0.5421755909919739,0.7375871539115906,0.5211340188980103,0.7584459185600281
20,0.5298214554786682,0.7445594668388367,0.5375570058822632,0.7322635054588318
21,0.5244280695915222,0.7443481683731079,0.49763616919517517,0.7711148858070374
22,0.5170926451683044,0.7473061680793762,0.6342359781265259,0.625
23,0.5149893760681152,0.7502641081809998,0.5051167011260986,0.7542229890823364
24,0.5065913200378418,0.7587153911590576,0.4846300184726715,0.7694256901741028
25,0.5045228004455566,0.7639974355697632,0.4905692934989929,0.7626689076423645
26,0.4970621168613434,0.7618846297264099,0.4720357060432434,0.7778716087341309
27,0.5037599802017212,0.7580815553665161,0.5258241295814514,0.7415540814399719
28,0.49976328015327454,0.7614620923995972,0.4650387167930603,0.7846283912658691
29,0.4911402761936188,0.767589271068573,0.47069424390792847,0.7989864945411682
30,0.4976980686187744,0.769913375377655,0.46849849820137024,0.7896959185600281
31,0.4931127429008484,0.7701246738433838,0.4954269528388977,0.7685810923576355
32,0.49929729104042053,0.7682231068611145,0.46174630522727966,0.7922297120094299
33,0.48686787486076355,0.7722374796867371,0.4633949398994446,0.787162184715271
34,0.4940921366214752,0.7650538682937622,0.4654588997364044,0.7896959185600281
35,0.4882730543613434,0.7735051512718201,0.46171414852142334,0.7837837934494019
36,0.4815174341201782,0.7825903296470642,0.45228394865989685,0.7964527010917664
37,0.48721370100975037,0.7773082852363586,0.4742831587791443,0.7702702879905701
38,0.4820060133934021,0.7813226580619812,0.46855080127716064,0.7846283912658691
39,0.4817180931568146,0.7775195240974426,0.4426473081111908,0.8015202879905701
40,0.47853219509124756,0.7821677327156067,0.44930365681648254,0.7998310923576355
41,0.47211214900016785,0.7866047024726868,0.4405282139778137,0.8040540814399719
42,0.4737890064716339,0.785336971282959,0.44309884309768677,0.8091216087341309
43,0.47312504053115845,0.7789984941482544,0.4376493990421295,0.8125
44,0.4806649684906006,0.7749841809272766,0.4628431499004364,0.7947635054588318
45,0.4630031883716583,0.7882949709892273,0.418949693441391,0.8226351141929626
46,0.457397997379303,0.7978026866912842,0.43499210476875305,0.806587815284729
47,0.449415385723114,0.8030847311019897,0.41360899806022644,0.8310810923576355
48,0.44505423307418823,0.806253969669342,0.41367581486701965,0.8209459185600281
49,0.4356366693973541,0.8138601183891296,0.41108980774879456,0.818412184715271
50,0.4314947724342346,0.8161842226982117,0.4017203152179718,0.8336148858070374
51,0.4259527623653412,0.8206211924552917,0.39737528562545776,0.8386824131011963
52,0.41721993684768677,0.8197760581970215,0.39162641763687134,0.8353040814399719
53,0.4157143831253052,0.8187196254730225,0.3831898272037506,0.8395270109176636
54,0.40136876702308655,0.8301289081573486,0.37329554557800293,0.8471283912658691
55,0.4076792597770691,0.8242129683494568,0.3865452706813812,0.8395270109176636
56,0.40224677324295044,0.8269596695899963,0.3632536828517914,0.8513513803482056
57,0.40164241194725037,0.8259032368659973,0.3588043749332428,0.8547297120094299
58,0.3881620764732361,0.8305514454841614,0.3500038981437683,0.8640202879905701
59,0.39047953486442566,0.8292837738990784,0.3737255036830902,0.8521959185600281
60,0.3792111575603485,0.8351996541023254,0.3507980704307556,0.8564189076423645
61,0.377345472574234,0.8411155939102173,0.36418837308883667,0.8581081032752991
62,0.3814464509487152,0.8358334898948669,0.3555651605129242,0.8581081032752991
63,0.3778188228607178,0.8345658183097839,0.3364824056625366,0.8716216087341309
64,0.3732070326805115,0.835622251033783,0.3511578440666199,0.8631756901741028
65,0.3728663921356201,0.8398478627204895,0.34405070543289185,0.8682432174682617
66,0.36303970217704773,0.8447073698043823,0.3344388008117676,0.8716216087341309
67,0.3674813210964203,0.8411155939102173,0.35758447647094727,0.8589527010917664
68,0.36502766609191895,0.8398478627204895,0.3237515091896057,0.8817567825317383
69,0.36192262172698975,0.8444960713386536,0.3287697732448578,0.8699324131011963
70,0.3684706389904022,0.8390027284622192,0.3282572329044342,0.8724662065505981
71,0.363849014043808,0.8440735340118408,0.3231143653392792,0.8741554021835327
72,0.3560783565044403,0.8499894142150879,0.34986576437950134,0.8572635054588318
73,0.35891690850257874,0.8447073698043823,0.32248327136039734,0.8741554021835327
74,0.36186322569847107,0.8482992053031921,0.3247758150100708,0.875
75,0.35687583684921265,0.8468201756477356,0.312468945980072,0.8792229890823364
76,0.3551620543003082,0.8453412055969238,0.31269457936286926,0.8766891956329346
77,0.34855514764785767,0.8548489212989807,0.3174121379852295,0.8758445978164673
78,0.3550429940223694,0.8463976383209229,0.3443887531757355,0.8648648858070374
79,0.35225528478622437,0.8518909811973572,0.3339460492134094,0.8673986196517944
80,0.35182318091392517,0.8514683842658997,0.32957667112350464,0.8800675868988037
81,0.3524048626422882,0.8527361154556274,0.3273249864578247,0.875
82,0.3428701162338257,0.8605535626411438,0.32174959778785706,0.8766891956329346
83,0.3527415096759796,0.8516796827316284,0.30988311767578125,0.8834459185600281
84,0.35098394751548767,0.8504120111465454,0.31514936685562134,0.8741554021835327
85,0.3431253433227539,0.8561166524887085,0.3267732262611389,0.8682432174682617
86,0.3444533944129944,0.8542150855064392,0.31488412618637085,0.8766891956329346
87,0.33818331360816956,0.8607648611068726,0.31262722611427307,0.8758445978164673
88,0.34022393822669983,0.8537925481796265,0.3349839150905609,0.8657094836235046
89,0.3382483720779419,0.8597084283828735,0.3142106831073761,0.8758445978164673
90,0.33506762981414795,0.8573843240737915,0.3112621009349823,0.8783783912658691
91,0.34230735898017883,0.8535812497138977,0.3060515820980072,0.8783783912658691
92,0.3365435302257538,0.8607648611068726,0.3063107132911682,0.8741554021835327
93,0.3367937505245209,0.8616099953651428,0.31654098629951477,0.8707770109176636
94,0.33688825368881226,0.8550602197647095,0.30256375670433044,0.8792229890823364
95,0.3364490270614624,0.8578068614006042,0.31003904342651367,0.8783783912658691
96,0.3374292850494385,0.8594971299171448,0.30047523975372314,0.8699324131011963
97,0.3370060622692108,0.8578068614006042,0.2936808466911316,0.8800675868988037
98,0.3347706198692322,0.8569617867469788,0.3101378083229065,0.8707770109176636
99,0.3292672336101532,0.8584407567977905,0.3034824728965759,0.8783783912658691
100,0.3321664035320282,0.8649904727935791,0.29290512204170227,0.8792229890823364
101,0.32544055581092834,0.8626663684844971,0.29659515619277954,0.8775337934494019
102,0.3315664529800415,0.8601309657096863,0.3102036416530609,0.8758445978164673
103,0.3271581530570984,0.8628776669502258,0.2906283736228943,0.8826013803482056
104,0.3265143036842346,0.8647792339324951,0.31141939759254456,0.8699324131011963
105,0.32748252153396606,0.8601309657096863,0.29698875546455383,0.8800675868988037
106,0.33302757143974304,0.8620325326919556,0.2943926155567169,0.8842905163764954
107,0.3278246223926544,0.8601309657096863,0.3044203519821167,0.880912184715271
108,0.323166161775589,0.8666807413101196,0.305965393781662,0.8783783912658691
109,0.32694971561431885,0.8639340996742249,0.30336323380470276,0.8817567825317383
110,0.3264712393283844,0.8633002042770386,0.30483245849609375,0.8758445978164673
111,0.32048311829566956,0.8633002042770386,0.31874191761016846,0.8741554021835327
112,0.3211413323879242,0.8641453385353088,0.31293985247612,0.8682432174682617
